,align,choice,time,coherence,firing_rate
647,sacc,T2,-400,3.2,41.2375491667
648,sacc,T2,-400,6.4,40.9429357455
649,sacc,T2,-400,12.8,38.5119562086
650,sacc,T2,-380,0.0,43.2876446613
651,sacc,T2,-380,3.2,42.085900587
652,sacc,T2,-380,6.4,39.9689553885
653,sacc,T2,-380,12.8,39.7333761332
654,sacc,T2,-360,0.0,43.3612315989
655,sacc,T2,-360,3.2,42.4194708691
656,sacc,T2,-360,6.4,41.5804848172
657,sacc,T2,-360,12.8,40.044420197
658,sacc,T2,-340,0.0,39.8762267679
659,sacc,T2,-340,3.2,42.0788697858
660,sacc,T2,-340,6.4,41.9028758554
661,sacc,T2,-340,12.8,38.3120025573
662,sacc,T2,-320,0.0,40.4448454043
663,sacc,T2,-320,3.2,40.1513880957
664,sacc,T2,-320,6.4,40.4341352507
665,sacc,T2,-320,12.8,37.7310662817
666,sacc,T2,-320,25.6,37.0585131882
667,sacc,T2,-300,0.0,40.887184232
668,sacc,T2,-300,3.2,38.9407023685
669,sacc,T2,-300,6.4,41.2580403278
670,sacc,T2,-300,12.8,38.124344213
671,sacc,T2,-300,25.6,36.0738072395
672,sacc,T2,-280,0.0,41.1947056441
673,sacc,T2,-280,3.2,39.5680329223
674,sacc,T2,-280,6.4,38.3602705272
675,sacc,T2,-280,12.8,37.3681995607
676,sacc,T2,-280,25.6,33.8812336651
677,sacc,T2,-260,0.0,41.0136327071
678,sacc,T2,-260,3.2,38.3195658023
679,sacc,T2,-260,6.4,36.4397887275
680,sacc,T2,-260,12.8,36.2032193868
681,sacc,T2,-260,25.6,31.805921065
682,sacc,T2,-240,0.0,41.8416740624
683,sacc,T2,-240,3.2,36.0275741717
684,sacc,T2,-240,6.4,37.6898636484
685,sacc,T2,-240,12.8,36.5745098348
686,sacc,T2,-240,25.6,31.6444372473
687,sacc,T2,-220,0.0,44.2495790872
688,sacc,T2,-220,3.2,37.0695086704
689,sacc,T2,-220,6.4,37.956359877
690,sacc,T2,-220,12.8,37.3919401512
691,sacc,T2,-220,25.6,31.3636734123
692,sacc,T2,-200,0.0,42.1919635126
693,sacc,T2,-200,3.2,38.0726715912
694,sacc,T2,-200,6.4,37.0371458417
695,sacc,T2,-200,12.8,36.5375027453
696,sacc,T2,-200,25.6,31.830531567
697,sacc,T2,-200,51.2,34.278488404
698,sacc,T2,-180,0.0,39.9167537004
699,sacc,T2,-180,3.2,37.9308811524
700,sacc,T2,-180,6.4,36.3390296669
701,sacc,T2,-180,12.8,35.0061872356
702,sacc,T2,-180,25.6,32.4350363538
703,sacc,T2,-180,51.2,34.4335537627
704,sacc,T2,-160,0.0,40.8200657039
705,sacc,T2,-160,3.2,38.2566962825
706,sacc,T2,-160,6.4,36.7686859329
707,sacc,T2,-160,12.8,33.0507600504
708,sacc,T2,-160,25.6,32.3455813934
709,sacc,T2,-160,51.2,33.426397216
710,sacc,T2,-140,0.0,41.6360762294
711,sacc,T2,-140,3.2,36.5123153677
712,sacc,T2,-140,6.4,37.072901881
713,sacc,T2,-140,12.8,32.8615628189
714,sacc,T2,-140,25.6,29.9254467262
715,sacc,T2,-140,51.2,32.6695852309
716,sacc,T2,-120,0.0,39.9027077915
717,sacc,T2,-120,3.2,35.8890690743
718,sacc,T2,-120,6.4,38.9400053932
719,sacc,T2,-120,12.8,33.160408053
720,sacc,T2,-120,25.6,28.7117587722
721,sacc,T2,-120,51.2,32.3783626069
722,sacc,T2,-100,0.0,39.8545786265
723,sacc,T2,-100,3.2,37.6253424388
724,sacc,T2,-100,6.4,37.2592360274
725,sacc,T2,-100,12.8,31.7857081144
726,sacc,T2,-100,25.6,28.5092773179
727,sacc,T2,-100,51.2,30.3214636813
728,sacc,T2,-80,0.0,39.0686538561
729,sacc,T2,-80,3.2,38.3177570093
730,sacc,T2,-80,6.4,37.1092892429
731,sacc,T2,-80,12.8,31.6706619895
732,sacc,T2,-80,25.6,27.1673864252
733,sacc,T2,-80,51.2,27.5442304251
734,sacc,T2,-60,0.0,37.8178588842
735,sacc,T2,-60,3.2,36.0756294232
736,sacc,T2,-60,6.4,38.4960754833
737,sacc,T2,-60,12.8,31.2421028491
738,sacc,T2,-60,25.6,27.0994763722
739,sacc,T2,-60,51.2,27.8371555374
740,sacc,T2,-40,0.0,37.8626692456
741,sacc,T2,-40,3.2,35.2618508867
742,sacc,T2,-40,6.4,35.2250005049
743,sacc,T2,-40,12.8,29.1523049649
744,sacc,T2,-40,25.6,28.0553221978
745,sacc,T2,-40,51.2,27.4957625592
746,sacc,T2,-20,0.0,35.8800773694
747,sacc,T2,-20,3.2,34.9845201238
748,sacc,T2,-20,6.4,34.2941079289
749,sacc,T2,-20,12.8,28.8572631065
750,sacc,T2,-20,25.6,27.6470588235
751,sacc,T2,-20,51.2,26.7883724699
752,sacc,T2,0,0.0,34.912959381
753,sacc,T2,0,3.2,32.5851393189
754,sacc,T2,0,6.4,32.8856784499
755,sacc,T2,0,12.8,27.726905303
756,sacc,T2,0,25.6,25.3431372549
757,sacc,T2,0,51.2,25.5329457364
758,sacc,T2,20,0.0,32.9787234043
759,sacc,T2,20,3.2,31.73374613
760,sacc,T2,20,6.4,30.7493540052
761,sacc,T2,20,12.8,25.9958071279
762,sacc,T2,20,25.6,25.0490196078
763,sacc,T2,20,51.2,23.8856589147
764,sacc,T2,40,0.0,32.833655706
765,sacc,T2,40,3.2,34.6749226006
766,sacc,T2,40,6.4,31.65374677
767,sacc,T2,40,12.8,28.7211740042
768,sacc,T2,40,25.6,28.3333333333
769,sacc,T2,40,51.2,28.003875969
770,sacc,T2,60,0.0,30.9477756286
771,sacc,T2,60,3.2,34.520123839
772,sacc,T2,60,6.4,30.9431524548
773,sacc,T2,60,12.8,30.9224318658
774,sacc,T2,60,25.6,29.1666666667
775,sacc,T2,60,51.2,29.8449612403
776,sacc,T2,80,0.0,24.7098646035
777,sacc,T2,80,3.2,27.0897832817
778,sacc,T2,80,6.4,27.7777777778
779,sacc,T2,80,12.8,27.6729559748
780,sacc,T2,80,25.6,26.2254901961
781,sacc,T2,80,51.2,27.4709302326
782,sacc,T2,100,0.0,25.8704061896
783,sacc,T2,100,3.2,26.7027863777
784,sacc,T2,100,6.4,27.1963824289
785,sacc,T2,100,12.8,27.463312369
786,sacc,T2,100,25.6,28.1862745098
787,sacc,T2,100,51.2,29.1666666667
788,sacc,T2,120,0.0,28.3849129594
789,sacc,T2,120,3.2,30.959752322
790,sacc,T2,120,6.4,28.2945736434
791,sacc,T2,120,12.8,29.4549266247
792,sacc,T2,120,25.6,31.9117647059
793,sacc,T2,120,51.2,32.2189922481
794,sacc,T2,140,0.0,27.3694390716
795,sacc,T2,140,3.2,29.6439628483
796,sacc,T2,140,6.4,29.0697674419
797,sacc,T2,140,12.8,30.2410901468
798,sacc,T2,140,25.6,30.2450980392
799,sacc,T2,140,51.2,32.4612403101
800,sacc,T2,160,0.0,27.9013539652
801,sacc,T2,160,3.2,30.2631578947
802,sacc,T2,160,6.4,30.6201550388
803,sacc,T2,160,12.8,30.1362683438
804,sacc,T2,160,25.6,29.8039215686
805,sacc,T2,160,51.2,33.1395348837
806,sacc,T2,180,0.0,29.9323017408
807,sacc,T2,180,3.2,32.6625386997
808,sacc,T2,180,6.4,29.6511627907
809,sacc,T2,180,12.8,28.9832285115
810,sacc,T2,180,25.6,30.4411764706
811,sacc,T2,180,51.2,32.9457364341
812,sacc,T2,200,0.0,29.7388781431
813,sacc,T2,200,3.2,29.7213622291
814,sacc,T2,200,6.4,29.0051679587
815,sacc,T2,200,12.8,28.4067085954
816,sacc,T2,200,25.6,29.9509803922
817,sacc,T2,200,51.2,31.2984496124
818,sacc,T2,220,0.0,27.5628626692
819,sacc,T2,220,3.2,29.6439628483
820,sacc,T2,220,6.4,29.0697674419
821,sacc,T2,220,12.8,27.1488469602
822,sacc,T2,220,25.6,27.5490196078
823,sacc,T2,220,51.2,30.1356589147
824,sacc,T2,240,0.0,28.6750483559
825,sacc,T2,240,3.2,29.5665634675
826,sacc,T2,240,6.4,29.8449612403
827,sacc,T2,240,12.8,26.9916142558
828,sacc,T2,240,25.6,27.8921568627
829,sacc,T2,240,51.2,30.2810077519
830,sacc,T2,260,0.0,28.8201160542
831,sacc,T2,260,3.2,26.8575851393
832,sacc,T2,260,6.4,29.9095607235
833,sacc,T2,260,12.8,28.1446540881
834,sacc,T2,260,25.6,28.5784313725
835,sacc,T2,260,51.2,31.1046511628
836,sacc,T2,280,0.0,28.6750483559
837,sacc,T2,280,3.2,30.4953560372
838,sacc,T2,280,6.4,27.5839793282
839,sacc,T2,280,12.8,28.5115303983
840,sacc,T2,280,25.6,26.4705882353
841,sacc,T2,280,51.2,30.8139534884
842,sacc,T2,300,0.0,28.3849129594
843,sacc,T2,300,3.2,33.2817337461
844,sacc,T2,300,6.4,27.5839793282
845,sacc,T2,300,12.8,28.5115303983
846,sacc,T2,300,25.6,27.0098039216
847,sacc,T2,300,51.2,30.9593023256
